differential,release_year,genre,type,weeks_on_billboard,peak_billboard_position,spotify_popularity,artist_member_count,artist_gender,artist_birth_year_sum,debut_album_release_year,ave_age_at_top_500,years_between
-21,1973,Singer-Songwriter/Heartland Rock,Studio,91,1,74,1,Male,1947,1969,26,4
-129,1973,Hard Rock/Metal,Studio,88,1,64,4,Male,7786,1969,26.5,4
232,2013,Hip-Hop/Rap,Studio,36,1,80,1,Male,1977,2004,36,9
-88,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,12,116,47,5,Male,9748,1973,23.4,0
34,1973,Reggae,Compilation,13,164,51,7,Male,13608,1964,29,9
226,1970,Soul/Gospel/R&B,Studio,49,19,20,1,Male,1942,1970,28,0
-213,1973,Singer-Songwriter/Heartland Rock,Studio,29,59,46,1,Male,1949,1973,24,0
43,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,2,193,41,6,Male,11688,1972,25,1
20,1973,Country/Folk/Country Rock/Folk Rock,Studio,76,27,73,10,Male,19502,1973,22.8,0
221,2003,Hip-Hop/Rap,Studio,82,1,75,1,Male,1975,2003,28,0
220,1971,Punk/Post-Punk/New Wave/Power Pop,Studio,4,166,60,1,Male,1941,1966,30,5
-257,1973,Soul/Gospel/R&B,Studio,54,2,62,1,Male,1939,1961,34,12
217,1996,Country/Folk/Country Rock/Folk Rock,Compilation,64.27097902097903,201,50,1,Male,1937,1965,59,31
-138,1973,Soul/Gospel/R&B,Studio,41,10,45,1,Male,1946,1967,27,6
-376,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,3,182,44,4,Male,7793,1969,24.75,4
-235,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,56,2,48,4,Male,7779,1965,28.25,8
-224,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,22,17,56,1,Male,1947,1967,26,6
211,2003,Hip-Hop/Rap,Studio,56,1,75,2,Male,3950,1994,28,9
-182,1973,Reggae,Studio,6,151,58,6,Male,11685,1965,25.5,8
-157,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,11,98,38,1,Male,1942,1972,31,1
206,2013,Electronic,Studio,53,1,74,2,Male,3949,1997,38.5,16
-135,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,29,35,33,4,Male,7778,1969,28.5,4
-122,1973,Singer-Songwriter/Heartland Rock,Studio,36,60,46,1,Male,1949,1973,24,0
203,1989,Punk/Post-Punk/New Wave/Power Pop,Studio,75,3,74,1,Male,1950,1976,39,13
-44,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,38,43,49,1,Male,1948,1972,25,1
-3,1973,Blues/Blues Rock,Studio,81,8,68,3,Male,5847,1971,24,2
-17,1973,Reggae,Studio,5,171,61,7,Male/Female,13627,1965,26.28571429,8
197,1971,Soul/Gospel/R&B,Studio,33,39,75,1,Male,1938,1971,33,0
-315,1973,Funk/Disco,Studio,33,7,58,11,Male/Female,21410,1967,26.63636364,6
-83,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,116,1,65,5,Male/Female,9713,1970,30.4,3
-229,1974,Soul/Gospel/R&B,Studio,28,7,51,3,Female,5833,1963,29.66666667,11
128,1974,Punk/Post-Punk/New Wave/Power Pop,Studio,6,151,41,1,Male,1948,1974,26,0
44,1974,Singer-Songwriter/Heartland Rock,Studio,64.27097902097903,201,37,3,Male,5853,1972,23,2
182,1989,Indie/Alternative Rock,Studio,26,86,65,4,Male,7851,1989,26.25,0
-363,1974,Funk/Disco,Studio,64.27097902097903,201,45,4,Male,7778,1969,29.5,5
-319,1974,Reggae,Studio,28,92,57,1,Male,1945,1965,29,9
-220,1974,Soul/Gospel/R&B,Studio,38,1,62,1,Male,1944,1973,30,1
-162,1974,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,47,1,Male,1949,1973,25,1
-129,1974,Punk/Post-Punk/New Wave/Power Pop,Studio,29,14,45,1,Male,1948,1972,26,2
-116,1974,Punk/Post-Punk/New Wave/Power Pop,Studio,36,8,59,5,Male,9739,1972,26.2,2
173,2013,Indie/Alternative Rock,Studio,55,1,59,4,Male,7935,2008,29.25,5
172,1996,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,55,1,Male,1972,1996,24,0
-114,1974,Punk/Post-Punk/New Wave/Power Pop,Studio,15,37,37,6,Male,11690,1972,25.66666667,2
-108,1974,Punk/Post-Punk/New Wave/Power Pop,Studio,23,36,35,1,Male,1943,1968,31,6
168,1972,Soul/Gospel/R&B,Studio,43,4,66,1,Male,1938,1971,34,1
-92,1974,Blues/Blues Rock,Studio,25,1,34,1,Male,1945,1970,29,4
-72,1974,Country/Folk/Country Rock/Folk Rock,Studio,3,195,44,1,Male,1946,1973,28,1
-6,1974,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,38,2,Male/Female,3896,1974,26,0
18,1975,Punk/Post-Punk/New Wave/Power Pop,Studio,17,47,33,1,Female,1946,1975,29,0
-326,1975,Punk/Post-Punk/New Wave/Power Pop,Studio,51,1,57,1,Female,1946,1969,29,6
161,1993,Hip-Hop/Rap,Studio,72,1,72,1,Male,1971,1993,22,0
7,1975,Country/Folk/Country Rock/Folk Rock,Studio,24,1,59,1,Male,1941,1962,34,13
-3,1975,Singer-Songwriter/Heartland Rock,Studio,110,3,65,1,Male,1949,1973,26,2
102,1975,Punk/Post-Punk/New Wave/Power Pop,Studio,56,4,40,4,Male,7793,1973,26.75,2
155,2013,Indie/Alternative Rock,Studio,275,6,91,4,Male,7942,2006,27.5,7
154,1995,Hip-Hop/Rap,Studio,24,9,60,1,Male,1966,1991,29,4
-74,1975,Hard Rock/Metal,Studio,28,1,49,4,Male,7786,1969,28.5,6
-53,1975,Country/Folk/Country Rock/Folk Rock,Studio,43,28,53,1,Male,1933,1962,42,13
-55,1975,Punk/Post-Punk/New Wave/Power Pop,Studio,39,1,70,4,Male,7776,1967,31,8
-146,1975,Hard Rock/Metal,Live,9,110,44,4,Male,7797,1974,25.75,1
-44,1975,Country/Folk/Country Rock/Folk Rock,Studio,14,7,44,1,Male,1941,1962,34,13
95,1975,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,49,1,Male,1948,1974,27,1
-89,1975,Funk/Disco,Studio,37,13,57,12,Male,23368,1970,27.66666667,5
73,1975,Funk/Disco,Studio,55,1,65,8,Male,15620,1971,22.5,4
-404,1975,Soul/Gospel/R&B,Greatest Hits,21,17,43,1,Male,1946,1967,29,8
140,2006,Punk/Post-Punk/New Wave/Power Pop,Studio,58,2,80,5,Male,9894,2002,27.2,4
139,1981,Funk/Disco,Studio,36,19,64,1,Male,1951,1981,30,0
-343,1975,Singer-Songwriter/Heartland Rock,Studio,43,1,54,1,Male,1947,1969,28,6
136,2004,Hip-Hop/Rap,Studio,1,179,73,2,Male,3944,2004,32,0
-273,1975,Hard Rock/Metal,Studio,128,11,72,5,Male,9751,1973,24.8,2
134,2015,Hip-Hop/Rap,Studio,201,1,77,1,Male,1986,2010,29,5
-130,1975,Punk/Post-Punk/New Wave/Power Pop,Studio,20,50,49,6,Male,11690,1972,26.66666667,3
132,1995,Hip-Hop/Rap,Studio,18,18,71,2,Male,3948,1993,21,2
131,2005,Hip-Hop/Rap,Studio,43,2,63,1,Male,1982,1999,23,6
-318,1975,Singer-Songwriter/Heartland Rock,Studio,166,1,50,5,Male/Female,9732,1968,28.6,7
128,1969,Soul/Gospel/R&B,Studio,81,8,34,1,Male,1942,1968,27,1
52,1976,Soul/Gospel/R&B,Studio,77,1,70,1,Male,1950,1962,26,14
-14,1976,Punk/Post-Punk/New Wave/Power Pop,Studio,18,111,41,4,Male,7799,1976,26.25,0
125,1998,Indie/Alternative Rock,Studio,64.27097902097903,201,63,4,Male,7883,1996,27.25,2
271,1976,Punk/Post-Punk/New Wave/Power Pop,Studio,32,3,55,1,Male,1947,1967,29,9
122,1981,Hard Rock/Metal,Studio,68,3,65,3,Male,5858,1974,28.33333333,7
121,1959,Big Band/Jazz,Studio,64.27097902097903,201,34,1,Male,1922,1953,37,6
119,2015,Indie/Alternative Rock,Studio,132,4,84,1,Male,1986,2010,29,5
-81,1976,Country/Folk/Country Rock/Folk Rock,Studio,158,1,76,5,Male,9735,1972,29,4
93,1976,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,45,4,Male,7799,1972,26.25,4
-190,1976,Hard Rock/Metal,Studio,53,3,55,5,Male,9751,1973,25.8,3
115,2006,Hip-Hop/Rap,Studio,64.27097902097903,201,65,1,Male,1974,2001,32,5
114,2007,Indie/Alternative Rock,Studio,52,1,76,5,Male,9843,1993,38.4,14
106,2014,Soul/Gospel/R&B,Studio,15,5,51,1,Male,1974,1995,40,19
-327,1976,Country/Folk/Country Rock/Folk Rock,Studio,35,1,58,1,Male,1941,1962,35,14
102,2004,Punk/Post-Punk/New Wave/Power Pop,Studio,17,13,36,1,Male,1942,1988,62,16
99,1975,Afrobeat,Studio,64.27097902097903,201,35,1,Male,1938,1970,37,5
98,2000,Hip-Hop/Rap,Studio,19,7,47,1,Male,1970,1996,30,4
-110,1976,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,46,1,Male,1948,1972,28,4
93,1980,Hard Rock/Metal,Studio,64.27097902097903,201,45,3,Male,5849,1977,30.33333333,3
-76,1976,Punk/Post-Punk/New Wave/Power Pop,Compilation,39,10,39,1,Male,1947,1967,29,9
91,1967,Punk/Post-Punk/New Wave/Power Pop,Studio,15,24,47,6,Male,11657,1962,24.16666667,5
-51,1976,Blues/Blues Rock,Studio,97,3,72,1,Male,1943,1968,33,8
-5,1976,Hard Rock/Metal,Studio,78,11,55,4,Male,7797,1974,26.75,2
82,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,60,3,57,2,Male,3898,1972,28,5
85,1999,Hip-Hop/Rap,Studio,18,4,58,8,Male,15755,1993,29.625,6
98,1977,Reggae,Studio,24,20,75,1,Male,1945,1965,32,12
-39,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,12,106,51,5,Male,9780,1977,21,0
82,2011,Country/Folk/Country Rock/Folk Rock,Studio,154,1,71,1,Male,1977,2006,34,5
-25,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,6,126,54,5,Male,9773,1977,22.4,0
21,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,50,4,Male,7798,1977,27.5,0
-32,1977,Funk/Disco,Soundtrack,133,1,58,3,Male,5844,1965,29,12
-102,1977,Singer-Songwriter/Heartland Rock,Studio,137,2,55,1,Male,1949,1971,28,6
43,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,19,11,56,1,Male,1947,1967,30,10
15,1977,Electronic,Studio,119,10,38,4,Male,7792,1970,29,7
72,1967,Soul/Gospel/R&B,Studio,21,11,58,4,Male,7745,1965,30.75,2
100,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,57,4,Male,7804,1977,26,0
-280,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,25,49,37,4,Male,7799,1976,27.25,1
69,2004,Soul/Gospel/R&B,Studio,103,1,79,1,Male,1978,1994,26,10
-262,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,36,32,54,1,Male,1954,1977,23,0
66,1987,Electronic,Studio,45,25,31,2,Male,3913,1986,30.5,1
65,1996,Hip-Hop/Rap,Studio,100,1,79,1,Male,1971,1991,25,5
64,1991,Indie/Alternative Rock,Studio,64.27097902097903,201,41,6,Male,11780,1987,27.66666667,4
63,1994,Indie/Alternative Rock,Studio,64.27097902097903,201,48,4,Male,7869,1991,26.75,3
62,1970,Funk/Disco,Live,31,29,26,1,Male,1933,1958,37,12
59,2015,Punk/Post-Punk/New Wave/Power Pop,Studio,294,1,85,1,Male,1990,2013,25,2
58,1980,Punk/Post-Punk/New Wave/Power Pop,Studio,27,12,58,1,Male,1947,1967,33,13
56,1972,Punk/Post-Punk/New Wave/Power Pop,Studio,32,3,31,5,Male,9737,1969,24.6,3
54,2018,Latin,Studio,177,11,82,1,Male,1994,2018,24,0
-52,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,41,2,Male,3885,1977,34.5,0
51,1971,Indie/Alternative Rock,Studio,42,2,43,1,Male,1942,1970,29,1
48,1989,Indie/Alternative Rock,Studio,113,75,57,1,Male,1965,1989,24,0
47,1972,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,40,5,Male,9711,1969,29.8,3
-176,1977,Blues/Blues Rock,Studio,74,2,37,1,Male,1945,1970,32,7
-158,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,82,14,63,1,Male,1947,1977,30,0
43,2013,Country/Folk/Country Rock/Folk Rock,Studio,14,23,53,1,Male,1979,2007,34,6
42,2009,Hip-Hop/Rap,Studio,297,4,32,1,Male,1984,2009,25,0
40,2008,Indie/Alternative Rock,Studio,64,21,70,1,Male,1981,2008,27,0
-53,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,12,73,58,4,Male,7801,1977,26.75,0
37,1973,Funk/Disco,Studio,37,8,51,6,Male,11673,1959,27.5,14
36,2003,Afrobeat,Compilation,64.27097902097903,201,28,1,Male,1946,1982,57,21
18,1977,Singer-Songwriter/Heartland Rock,Studio,134,1,79,5,Male/Female,9732,1968,30.6,9
34,2009,Soul/Gospel/R&B,Studio,53,1,54,1,Male,1973,1996,36,13
-211,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,29,97,51,4,Male/Female,7802,1977,26.5,0
32,1998,Latin,Studio,64.27097902097903,201,68,1,Male,1961,1998,37,0
31,1998,Hip-Hop/Rap,Studio,100,9,58,1,Male,1975,1995,23,3
28,2004,Latin,Studio,54,26,80,1,Male,1977,1995,27,9
60,1978,Singer-Songwriter/Heartland Rock,Studio,97,5,57,1,Male,1949,1973,29,5
25,1974,Punk/Post-Punk/New Wave/Power Pop,Studio,14,101,44,5,Male,9749,1971,24.2,3
-23,1978,Punk/Post-Punk/New Wave/Power Pop,Studio,17,30,52,1,Male,1954,1977,24,1
-74,1978,Rock n' Roll/Rhythm & Blues,Greatest Hits,12,55,29,1,Male,1936,1957,42,21
19,1992,Hip-Hop/Rap,Studio,19,75,61,5,Male,9850,1992,22,0
195,1978,Punk/Post-Punk/New Wave/Power Pop,Studio,18,78,48,5,Male,9756,1978,26.8,0
15,2006,Blues/Blues Rock,Studio,128,2,74,1,Male,1977,2001,29,5
171,1978,Singer-Songwriter/Heartland Rock,Studio,64.27097902097903,201,30,2,Male,3902,1972,27,6
123,1978,Hard Rock/Metal,Studio,126,19,70,4,Male,7816,1978,24,0
-71,1978,Punk/Post-Punk/New Wave/Power Pop,Studio,136,18,67,5,Male,9745,1978,29,0
10,2019,Indie/Alternative Rock,Studio,203,1,87,1,Male,1994,2017,25,2
6,1991,Soul/Gospel/R&B,Studio,99,1,56,4,Male,7887,1991,19.25,0
-199,1978,Blues/Blues Rock,Studio,82,1,70,5,Male,9710,1964,36,14
-31,1978,Soul/Gospel/R&B,Studio,26,21,38,1,Male,1939,1961,39,17
-244,1978,Big Band/Jazz,Studio,117,30,48,1,Male,1933,1962,45,16
-149,1978,Singer-Songwriter/Heartland Rock,Studio,76,1,69,1,Male,1949,1971,29,7
-71,1978,Punk/Post-Punk/New Wave/Power Pop,Live,53,4,44,4,Male,7801,1977,27.75,1
-67,1978,Punk/Post-Punk/New Wave/Power Pop,Studio,63,23,73,3,Male,5845,1978,29.66666667,0
-6,1978,Punk/Post-Punk/New Wave/Power Pop,Studio,103,6,61,6,Male/Female,11705,1976,27.16666667,2
18,1978,Punk/Post-Punk/New Wave/Power Pop,Studio,42,29,42,4,Male/Female,7802,1977,27.5,1
-8,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,33,27,68,4,Male,7817,1977,24.75,2
32,1979,Funk/Disco,Studio,169,3,73,1,Male,1958,1972,21,7
-42,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,115,1,76,4,Male,7776,1967,35,12
83,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,67,2,37,5,Male,9756,1976,27.8,3
108,1979,Punk/Post-Punk/New Wave/Power Pop,Compilation,64.27097902097903,201,47,5,Male,9783,1978,22.4,1
217,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,46,4,Male,7822,1979,23.5,0
-302,1979,Hard Rock/Metal,Studio,83,17,76,5,Male,9757,1975,27.6,4
339,1995,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,64,6,Male/Female,11788,1983,30.33333333,12
-166,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,24,40,24,1,Male,1950,1976,29,3
-132,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,100,25,70,3,Male,5845,1978,30.66666667,1
-32,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,24,4,Male,7823,1978,23.25,1
256,1990,Punk/Post-Punk/New Wave/Power Pop,Studio,19,99,68,3,Male/Female,5887,1982,27.66666667,8
241,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,35,4,Male/Female,7832,1979,21,0
-19,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,25,10,49,1,Male,1954,1977,25,2
208,1993,Punk/Post-Punk/New Wave/Power Pop,Compilation,36,33,63,4,Male/Female,7851,1990,30.25,3
-46,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,74,59,53,5,Male/Female,9762,1979,26.6,0
-11,1980,Hard Rock/Metal,Studio,92,4,80,5,Male,9758,1975,28.4,5
-152,1980,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,44,4,Male,7825,1979,23.75,1
81,1980,Punk/Post-Punk/New Wave/Power Pop,Studio,20,24,53,4,Male,7817,1977,25.75,3
147,1978,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,49,5,Male/Female,9780,1978,22,0
143,1990,Punk/Post-Punk/New Wave/Power Pop,Studio,15,96,55,4,Male/Female,7829,1983,32.75,7
-122,1980,Punk/Post-Punk/New Wave/Power Pop,Studio,52,45,40,1,Male,1958,1978,22,2
-251,1980,Singer-Songwriter/Heartland Rock,Studio,107,1,64,1,Male,1949,1973,31,7
124,2003,Punk/Post-Punk/New Wave/Power Pop,Studio,28,55,45,3,Male/Female,5930,2003,26.33333333,0
-84,1980,Punk/Post-Punk/New Wave/Power Pop,Studio,48,63,38,4,Male,7842,1980,19.5,0
87,1980,Punk/Post-Punk/New Wave/Power Pop,Studio,27,19,50,4,Male/Female,7802,1977,29.5,3
100,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,41,5,Male/Female,9758,1976,25.4,1
95,1999,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,57,4,Male/Female,7870,1991,31.5,8
3,1980,Punk/Post-Punk/New Wave/Power Pop,Studio,78,9,53,4,Male/Female,7810,1979,27.5,1
87,1979,Funk/Disco,Studio,17,5,49,5,Male/Female,9760,1977,27,2
78,1997,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,58,3,Male/Female,5886,1986,35,11
68,2007,Punk/Post-Punk/New Wave/Power Pop,Studio,3,46,55,5,Male/Female,9873,2005,32.4,2
-34,1980,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,37,4,Male/Female,7812,1980,27,0
13,1981,Punk/Post-Punk/New Wave/Power Pop,Studio,72,1,56,5,Female,9785,1981,24,0
20,1996,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,45,8,Male/Female,15774,1996,24.25,0
-147,1981,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,51,5,Male,9785,1981,24,0
2,1977,Funk/Disco,Studio,25,12,37,6,Male/Female,11706,1973,26,4
1,2004,Indie/Alternative Rock,Studio,15,123,61,6,Male/Female,11862,2004,27,0
-290,1981,Blues/Blues Rock,Studio,58,1,70,5,Male,9710,1964,39,17
-501,1990,Blues/Blues Rock,Compilation,31,80,32,1,Male,1911,1937,79,53
-179,1981,Punk/Post-Punk/New Wave/Power Pop,Studio,109,2,68,3,Male,5845,1978,32.66666667,3
-30,1981,Punk/Post-Punk/New Wave/Power Pop,Studio,2,184,24,4,Male,7836,1980,22,1
-167,1981,Punk/Post-Punk/New Wave/Power Pop,Studio,5,165,34,4,Male/Female,7812,1980,28,1
8,1982,Soul/Gospel/R&B,Studio,122,1,77,1,Male,1958,1972,24,10
-30,1982,Rock n' Roll/Rhythm & Blues,Greatest Hits,64.27097902097903,201,33,1,Male,1926,1957,56,25
33,1982,Punk/Post-Punk/New Wave/Power Pop,Studio,153,9,52,1,Male,1958,1978,24,4
74,1982,Country/Folk/Country Rock/Folk Rock,Studio,29,3,51,1,Male,1949,1973,33,9
-29,1982,Punk/Post-Punk/New Wave/Power Pop,Studio,27,53,62,3,Male,5842,1972,34.66666667,10
-335,1982,Punk/Post-Punk/New Wave/Power Pop,Studio,24,30,42,1,Male,1954,1977,28,5
-168,1982,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,26,2,Male/Female,3896,1974,34,8
310,1983,Punk/Post-Punk/New Wave/Power Pop,Studio,96,4,75,1,Female,1953,1983,30,0
296,1983,Punk/Post-Punk/New Wave/Power Pop,Studio,75,1,79,3,Male,5845,1978,34.66666667,5
32,1983,Punk/Post-Punk/New Wave/Power Pop,Studio,30,36,42,4,Male,7832,1983,25,0
-280,1983,Punk/Post-Punk/New Wave/Power Pop,Studio,180,12,65,4,Male,7842,1980,22.5,3
-117,1983,Hard Rock/Metal,Studio,116,2,66,6,Male,11759,1980,23.16666667,3
-105,1983,Blues/Blues Rock,Studio,183,9,69,3,Male,5847,1971,34,12
-1,1983,Punk/Post-Punk/New Wave/Power Pop,Studio,43,7,37,2,Male/Female,3906,1981,30,2
-2,1984,Reggae,Greatest Hits,36,54,56,1,Male,1945,1965,39,19
-3,1984,Country/Folk/Country Rock/Folk Rock,Greatest Hits,15,152,42,1,Male,1923,1951,61,33
-57,1984,Singer-Songwriter/Heartland Rock,Studio,139,1,77,1,Male,1949,1973,35,11
83,1984,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,30,4,Male,7845,1981,22.75,3
144,1984,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,52,3,Male,5873,1981,26.33333333,3
-138,1984,Hip-Hop/Rap,Studio,65,53,26,3,Male,5893,1984,19.66666667,0
30,1984,Blues/Blues Rock,Studio,34,47,35,5,Male,9767,1978,30.6,6
-20,1984,Punk/Post-Punk/New Wave/Power Pop,Studio,11,150,72,4,Male,7849,1984,21.75,0
64,1984,Punk/Post-Punk/New Wave/Power Pop,Studio,72,1,71,6,Male/Female,11758,1978,24.33333333,6
-156,1984,Punk/Post-Punk/New Wave/Power Pop,Live,118,41,57,4,Male/Female,7802,1977,33.5,7
5,1985,Soul/Gospel/R&B,Studio,162,1,69,1,Female,1963,1985,22,0
203,1985,Soul/Gospel/R&B,Live,8,134,37,1,Male,1931,1958,54,27
40,1985,Punk/Post-Punk/New Wave/Power Pop,Studio,7,181,53,1,Male,1949,1973,36,12
-67,1985,Singer-Songwriter/Heartland Rock,Studio,97,1,60,6,Male,11712,1978,33,7
67,1985,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,36,3,Male,5880,1983,25,2
-365,1985,Punk/Post-Punk/New Wave/Power Pop,Studio,7,183,34,4,Male,7845,1981,23.75,4
-233,1985,Indie/Alternative Rock,Studio,4,188,45,4,Male,7845,1985,23.75,0
-206,1985,Punk/Post-Punk/New Wave/Power Pop,Studio,32,110,62,4,Male,7849,1984,22.75,1
-23,1985,Hip-Hop/Rap,Studio,38,46,42,1,Male,1968,1985,17,0
-56,1985,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,17,7,Male/Female,13699,1984,28,1
35,1986,Punk/Post-Punk/New Wave/Power Pop,Studio,97,3,49,1,Male,1941,1965,45,21
70,1986,Hard Rock/Metal,Studio,72,29,51,4,Male,7850,1983,23.5,3
103,1986,Punk/Post-Punk/New Wave/Power Pop,Studio,37,70,75,4,Male,7849,1984,23.75,2
25,1986,Hip-Hop/Rap,Studio,68,1,69,3,Male,5895,1986,21,0
-89,1986,Hip-Hop/Rap,Studio,71,3,65,3,Male,5893,1984,21.66666667,2
-110,1986,Punk/Post-Punk/New Wave/Power Pop,Studio,76,2,49,1,Male,1950,1977,36,9
-171,1986,Funk/Disco,Compilation,64.27097902097903,201,39,1,Male,1933,1958,53,28
-12,1986,Punk/Post-Punk/New Wave/Power Pop,Studio,20,89,51,1,Male,1955,1986,31,0
48,1987,Punk/Post-Punk/New Wave/Power Pop,Studio,54,6,48,1,Male,1958,1978,29,9
166,1987,Hip-Hop/Rap,Studio,38,58,51,2,Male,3931,1987,21.5,0
-1,1987,Hard Rock/Metal,Studio,147,1,83,5,Male,9818,1987,23.4,0
-109,1987,Indie/Alternative Rock,Studio,103,1,60,4,Male,7842,1980,26.5,7
329,1987,Punk/Post-Punk/New Wave/Power Pop,Studio,87,1,69,1,Male,1963,1987,24,0
8,1987,Soul/Gospel/R&B,Studio,87,1,69,1,Male,1958,1972,29,15
205,1987,Hip-Hop/Rap,Studio,64.27097902097903,201,24,3,Male,5897,1987,21.33333333,0
-140,1987,Punk/Post-Punk/New Wave/Power Pop,Compilation,60,36,66,4,Male,7830,1981,29.5,6
-136,1987,Punk/Post-Punk/New Wave/Power Pop,Compilation,25,62,76,4,Male,7849,1984,24.75,3
-31,1987,Indie/Alternative Rock,Studio,33,10,60,4,Male,7832,1983,29,4
-29,1987,Hard Rock/Metal,Studio,133,1,72,5,Male,9799,1980,27.2,7
-26,1987,Singer-Songwriter/Heartland Rock,Studio,45,1,57,1,Male,1949,1973,38,14
-4,1987,Hip-Hop/Rap,Studio,12,125,38,4,Male,7845,1987,25.75,0
5,1988,Punk/Post-Punk/New Wave/Power Pop,Studio,61,1,77,1,Female,1964,1988,24,0
33,1988,Hip-Hop/Rap,Studio,51,42,31,4,Male,7845,1987,26.75,1
74,1988,Hip-Hop/Rap,Studio,81,37,71,6,Male,11793,1988,22.5,0
-192,1988,Hard Rock/Metal,Studio,35,103,57,4,Male,7858,1988,23.5,0
-42,1988,Hip-Hop/Rap,Studio,23,80,46,3,Male,5904,1988,20,0
158,1988,Punk/Post-Punk/New Wave/Power Pop,Studio,64.27097902097903,201,39,4,Male/Female,7829,1983,30.75,5
-75,1988,Indie/Alternative Rock,Studio,64.27097902097903,201,70,4,Male/Female,7852,1988,25,0
-94,1989,Punk/Post-Punk/New Wave/Power Pop,Studio,77,1,58,1,Female,1958,1983,31,6
-64,1989,Soul/Gospel/R&B,Studio,108,1,54,1,Female,1966,1982,23,7
-51,1989,Punk/Post-Punk/New Wave/Power Pop,Studio,52,1,67,1,Female,1966,1987,23,2
-263,1989,Country/Folk/Country Rock/Folk Rock,Studio,185,1,45,1,Female,1949,1971,40,18
243,1989,Hip-Hop/Rap,Studio,20,24,56,3,Male,5907,1989,20,0
210,1989,Punk/Post-Punk/New Wave/Power Pop,Studio,55,12,47,6,Male,11747,1979,31.16666667,10
31,1989,Hip-Hop/Rap,Studio,15,14,57,3,Male,5895,1986,24,3
-112,1989,Singer-Songwriter/Heartland Rock,Studio,148,8,57,1,Male,1947,1982,42,7
85,1989,Indie/Alternative Rock,Studio,27,98,73,4,Male/Female,7852,1988,26,1
140,1990,Punk/Post-Punk/New Wave/Power Pop,Greatest Hits,141,2,61,1,Female,1958,1983,32,7
175,1990,Punk/Post-Punk/New Wave/Power Pop,Studio,74,7,61,4,Male,7843,1981,29.25,9
124,1990,Hip-Hop/Rap,Studio,27,10,48,3,Male,5885,1987,28.33333333,3
-48,1990,Hard Rock/Metal,Studio,60,19,48,4,Male,7858,1988,25.5,2
