"","differential","release_year","genre","type","weeks_on_billboard","peak_billboard_position","spotify_popularity","artist_member_count","artist_gender","artist_birth_year_sum","debut_album_release_year","ave_age_at_top_500","years_between"
"257",-21,1972,"Soul/Gospel/R&B","Studio",67,4,57,1,"Male",1946,1967,26,5
"258",265,2001,"Electronic","Studio",28,23,74,2,"Male",3949,1997,26.5,4
"259",-66,1972,"Soul/Gospel/R&B","Studio",35,21,43,1,"Male",1950,1962,22,10
"260",-223,1972,"Punk/Post-Punk/New Wave/Power Pop","Studio",48,29,53,1,"Male",1948,1970,24,2
"261",-158,1972,"Punk/Post-Punk/New Wave/Power Pop","Studio",36,4,63,1,"Male",1941,1965,31,7
"262",-36,1972,"Singer-Songwriter/Heartland Rock","Studio",64.270979020979,201,48,4,"Male",7804,1972,21,0
"263",-281,1972,"Punk/Post-Punk/New Wave/Power Pop","Compilation",64.270979020979,201,27,1,"Male",1918,1972,54,0
"264",257,2008,"Hip-Hop/Rap","Studio",39,1,78,1,"Male",1977,2004,31,4
"265",255,1991,"Hip-Hop/Rap","Studio",76,16,57,1,"Male",1968,1985,23,6
"266",253,2004,"Punk/Post-Punk/New Wave/Power Pop","Studio",101,1,78,3,"Male",5916,1990,32,14
"267",-270,1972,"Punk/Post-Punk/New Wave/Power Pop","Compilation",13,94,40,4,"Male",7778,1964,27.5,8
"268",-183,1972,"Soul/Gospel/R&B","Studio",64.270979020979,201,62,3,"Male",5827,1965,29.66666667,7
"269",-99,1972,"Blues/Blues Rock","Studio",11,112,38,1,"Male",1941,1968,31,4
"270",-52,1972,"Punk/Post-Punk/New Wave/Power Pop","Studio",68,1,35,7,"Male",13607,1970,28.14285714,2
"271",247,1973,"Big Band/Jazz","Studio",47,13,50,1,"Male",1940,1962,33,11
"272",-10,1972,"Punk/Post-Punk/New Wave/Power Pop","Studio",19,89,53,5,"Male",9722,1969,27.6,3
"273",240,1992,"Hip-Hop/Rap","Studio",35,10,55,3,"Male",5895,1986,27,6
"274",239,1983,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,57,4,"Male",7830,1981,25.5,2
"275",-208,1972,"Punk/Post-Punk/New Wave/Power Pop","Greatest Hits",180,5,54,2,"Male",3882,1964,31,8
"276",-11,1973,"Funk/Disco","Studio",89,4,62,1,"Male",1950,1962,23,11
"277",236,1995,"Indie/Alternative Rock","Studio",1,117,52,5,"Male",9827,1992,29.6,3
"278",-12,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",741,1,76,4,"Male",7776,1967,29,6
"279",-21,1973,"Singer-Songwriter/Heartland Rock","Studio",91,1,74,1,"Male",1947,1969,26,4
"280",-129,1973,"Hard Rock/Metal","Studio",88,1,64,4,"Male",7786,1969,26.5,4
"281",232,2013,"Hip-Hop/Rap","Studio",36,1,80,1,"Male",1977,2004,36,9
"282",-88,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",12,116,47,5,"Male",9748,1973,23.4,0
"283",34,1973,"Reggae","Compilation",13,164,51,7,"Male",13608,1964,29,9
"284",226,1970,"Soul/Gospel/R&B","Studio",49,19,20,1,"Male",1942,1970,28,0
"285",-213,1973,"Singer-Songwriter/Heartland Rock","Studio",29,59,46,1,"Male",1949,1973,24,0
"286",43,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",2,193,41,6,"Male",11688,1972,25,1
"287",20,1973,"Country/Folk/Country Rock/Folk Rock","Studio",76,27,73,10,"Male",19502,1973,22.8,0
"288",221,2003,"Hip-Hop/Rap","Studio",82,1,75,1,"Male",1975,2003,28,0
"289",220,1971,"Punk/Post-Punk/New Wave/Power Pop","Studio",4,166,60,1,"Male",1941,1966,30,5
"290",-257,1973,"Soul/Gospel/R&B","Studio",54,2,62,1,"Male",1939,1961,34,12
"291",217,1996,"Country/Folk/Country Rock/Folk Rock","Compilation",64.270979020979,201,50,1,"Male",1937,1965,59,31
"292",-138,1973,"Soul/Gospel/R&B","Studio",41,10,45,1,"Male",1946,1967,27,6
"293",-376,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",3,182,44,4,"Male",7793,1969,24.75,4
"294",-235,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",56,2,48,4,"Male",7779,1965,28.25,8
"295",-224,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",22,17,56,1,"Male",1947,1967,26,6
"296",211,2003,"Hip-Hop/Rap","Studio",56,1,75,2,"Male",3950,1994,28,9
"297",-182,1973,"Reggae","Studio",6,151,58,6,"Male",11685,1965,25.5,8
"298",-157,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",11,98,38,1,"Male",1942,1972,31,1
"299",206,2013,"Electronic","Studio",53,1,74,2,"Male",3949,1997,38.5,16
"300",-135,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",29,35,33,4,"Male",7778,1969,28.5,4
"301",-122,1973,"Singer-Songwriter/Heartland Rock","Studio",36,60,46,1,"Male",1949,1973,24,0
"302",203,1989,"Punk/Post-Punk/New Wave/Power Pop","Studio",75,3,74,1,"Male",1950,1976,39,13
"303",-44,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",38,43,49,1,"Male",1948,1972,25,1
"304",-3,1973,"Blues/Blues Rock","Studio",81,8,68,3,"Male",5847,1971,24,2
"305",-17,1973,"Reggae","Studio",5,171,61,7,"Male/Female",13627,1965,26.28571429,8
"306",197,1971,"Soul/Gospel/R&B","Studio",33,39,75,1,"Male",1938,1971,33,0
"307",-315,1973,"Funk/Disco","Studio",33,7,58,11,"Male/Female",21410,1967,26.63636364,6
"308",-83,1973,"Punk/Post-Punk/New Wave/Power Pop","Studio",116,1,65,5,"Male/Female",9713,1970,30.4,3
"309",-229,1974,"Soul/Gospel/R&B","Studio",28,7,51,3,"Female",5833,1963,29.66666667,11
"310",128,1974,"Punk/Post-Punk/New Wave/Power Pop","Studio",6,151,41,1,"Male",1948,1974,26,0
"311",44,1974,"Singer-Songwriter/Heartland Rock","Studio",64.270979020979,201,37,3,"Male",5853,1972,23,2
"312",182,1989,"Indie/Alternative Rock","Studio",26,86,65,4,"Male",7851,1989,26.25,0
"313",-363,1974,"Funk/Disco","Studio",64.270979020979,201,45,4,"Male",7778,1969,29.5,5
"314",-319,1974,"Reggae","Studio",28,92,57,1,"Male",1945,1965,29,9
"315",-220,1974,"Soul/Gospel/R&B","Studio",38,1,62,1,"Male",1944,1973,30,1
"316",-162,1974,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,47,1,"Male",1949,1973,25,1
"317",-129,1974,"Punk/Post-Punk/New Wave/Power Pop","Studio",29,14,45,1,"Male",1948,1972,26,2
"318",-116,1974,"Punk/Post-Punk/New Wave/Power Pop","Studio",36,8,59,5,"Male",9739,1972,26.2,2
"319",173,2013,"Indie/Alternative Rock","Studio",55,1,59,4,"Male",7935,2008,29.25,5
"320",172,1996,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,55,1,"Male",1972,1996,24,0
"321",-114,1974,"Punk/Post-Punk/New Wave/Power Pop","Studio",15,37,37,6,"Male",11690,1972,25.66666667,2
"322",-108,1974,"Punk/Post-Punk/New Wave/Power Pop","Studio",23,36,35,1,"Male",1943,1968,31,6
"323",168,1972,"Soul/Gospel/R&B","Studio",43,4,66,1,"Male",1938,1971,34,1
"324",-92,1974,"Blues/Blues Rock","Studio",25,1,34,1,"Male",1945,1970,29,4
"325",-72,1974,"Country/Folk/Country Rock/Folk Rock","Studio",3,195,44,1,"Male",1946,1973,28,1
"326",-6,1974,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,38,2,"Male/Female",3896,1974,26,0
"327",18,1975,"Punk/Post-Punk/New Wave/Power Pop","Studio",17,47,33,1,"Female",1946,1975,29,0
"328",-326,1975,"Punk/Post-Punk/New Wave/Power Pop","Studio",51,1,57,1,"Female",1946,1969,29,6
"329",161,1993,"Hip-Hop/Rap","Studio",72,1,72,1,"Male",1971,1993,22,0
"330",7,1975,"Country/Folk/Country Rock/Folk Rock","Studio",24,1,59,1,"Male",1941,1962,34,13
"331",-3,1975,"Singer-Songwriter/Heartland Rock","Studio",110,3,65,1,"Male",1949,1973,26,2
"332",102,1975,"Punk/Post-Punk/New Wave/Power Pop","Studio",56,4,40,4,"Male",7793,1973,26.75,2
"333",155,2013,"Indie/Alternative Rock","Studio",275,6,91,4,"Male",7942,2006,27.5,7
"334",154,1995,"Hip-Hop/Rap","Studio",24,9,60,1,"Male",1966,1991,29,4
"335",-74,1975,"Hard Rock/Metal","Studio",28,1,49,4,"Male",7786,1969,28.5,6
"336",-53,1975,"Country/Folk/Country Rock/Folk Rock","Studio",43,28,53,1,"Male",1933,1962,42,13
"337",-55,1975,"Punk/Post-Punk/New Wave/Power Pop","Studio",39,1,70,4,"Male",7776,1967,31,8
"338",-146,1975,"Hard Rock/Metal","Live",9,110,44,4,"Male",7797,1974,25.75,1
"339",-44,1975,"Country/Folk/Country Rock/Folk Rock","Studio",14,7,44,1,"Male",1941,1962,34,13
"340",95,1975,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,49,1,"Male",1948,1974,27,1
"341",-89,1975,"Funk/Disco","Studio",37,13,57,12,"Male",23368,1970,27.66666667,5
"342",73,1975,"Funk/Disco","Studio",55,1,65,8,"Male",15620,1971,22.5,4
"343",-404,1975,"Soul/Gospel/R&B","Greatest Hits",21,17,43,1,"Male",1946,1967,29,8
"344",140,2006,"Punk/Post-Punk/New Wave/Power Pop","Studio",58,2,80,5,"Male",9894,2002,27.2,4
"345",139,1981,"Funk/Disco","Studio",36,19,64,1,"Male",1951,1981,30,0
"346",-343,1975,"Singer-Songwriter/Heartland Rock","Studio",43,1,54,1,"Male",1947,1969,28,6
"347",136,2004,"Hip-Hop/Rap","Studio",1,179,73,2,"Male",3944,2004,32,0
"348",-273,1975,"Hard Rock/Metal","Studio",128,11,72,5,"Male",9751,1973,24.8,2
"349",134,2015,"Hip-Hop/Rap","Studio",201,1,77,1,"Male",1986,2010,29,5
"350",-130,1975,"Punk/Post-Punk/New Wave/Power Pop","Studio",20,50,49,6,"Male",11690,1972,26.66666667,3
"351",132,1995,"Hip-Hop/Rap","Studio",18,18,71,2,"Male",3948,1993,21,2
"352",131,2005,"Hip-Hop/Rap","Studio",43,2,63,1,"Male",1982,1999,23,6
"353",-318,1975,"Singer-Songwriter/Heartland Rock","Studio",166,1,50,5,"Male/Female",9732,1968,28.6,7
"354",128,1969,"Soul/Gospel/R&B","Studio",81,8,34,1,"Male",1942,1968,27,1
"355",52,1976,"Soul/Gospel/R&B","Studio",77,1,70,1,"Male",1950,1962,26,14
"356",-14,1976,"Punk/Post-Punk/New Wave/Power Pop","Studio",18,111,41,4,"Male",7799,1976,26.25,0
"357",125,1998,"Indie/Alternative Rock","Studio",64.270979020979,201,63,4,"Male",7883,1996,27.25,2
"358",271,1976,"Punk/Post-Punk/New Wave/Power Pop","Studio",32,3,55,1,"Male",1947,1967,29,9
"359",122,1981,"Hard Rock/Metal","Studio",68,3,65,3,"Male",5858,1974,28.33333333,7
"360",121,1959,"Big Band/Jazz","Studio",64.270979020979,201,34,1,"Male",1922,1953,37,6
"361",119,2015,"Indie/Alternative Rock","Studio",132,4,84,1,"Male",1986,2010,29,5
"362",-81,1976,"Country/Folk/Country Rock/Folk Rock","Studio",158,1,76,5,"Male",9735,1972,29,4
"363",93,1976,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,45,4,"Male",7799,1972,26.25,4
"364",-190,1976,"Hard Rock/Metal","Studio",53,3,55,5,"Male",9751,1973,25.8,3
"365",115,2006,"Hip-Hop/Rap","Studio",64.270979020979,201,65,1,"Male",1974,2001,32,5
"366",114,2007,"Indie/Alternative Rock","Studio",52,1,76,5,"Male",9843,1993,38.4,14
"367",106,2014,"Soul/Gospel/R&B","Studio",15,5,51,1,"Male",1974,1995,40,19
"368",-327,1976,"Country/Folk/Country Rock/Folk Rock","Studio",35,1,58,1,"Male",1941,1962,35,14
"369",102,2004,"Punk/Post-Punk/New Wave/Power Pop","Studio",17,13,36,1,"Male",1942,1988,62,16
"370",99,1975,"Afrobeat","Studio",64.270979020979,201,35,1,"Male",1938,1970,37,5
"371",98,2000,"Hip-Hop/Rap","Studio",19,7,47,1,"Male",1970,1996,30,4
"372",-110,1976,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,46,1,"Male",1948,1972,28,4
"373",93,1980,"Hard Rock/Metal","Studio",64.270979020979,201,45,3,"Male",5849,1977,30.33333333,3
"374",-76,1976,"Punk/Post-Punk/New Wave/Power Pop","Compilation",39,10,39,1,"Male",1947,1967,29,9
"375",91,1967,"Punk/Post-Punk/New Wave/Power Pop","Studio",15,24,47,6,"Male",11657,1962,24.16666667,5
"376",-51,1976,"Blues/Blues Rock","Studio",97,3,72,1,"Male",1943,1968,33,8
"377",-5,1976,"Hard Rock/Metal","Studio",78,11,55,4,"Male",7797,1974,26.75,2
"378",82,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",60,3,57,2,"Male",3898,1972,28,5
"379",85,1999,"Hip-Hop/Rap","Studio",18,4,58,8,"Male",15755,1993,29.625,6
"380",98,1977,"Reggae","Studio",24,20,75,1,"Male",1945,1965,32,12
"381",-39,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",12,106,51,5,"Male",9780,1977,21,0
"382",82,2011,"Country/Folk/Country Rock/Folk Rock","Studio",154,1,71,1,"Male",1977,2006,34,5
"383",-25,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",6,126,54,5,"Male",9773,1977,22.4,0
"384",21,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,50,4,"Male",7798,1977,27.5,0
"385",-32,1977,"Funk/Disco","Soundtrack",133,1,58,3,"Male",5844,1965,29,12
"386",-102,1977,"Singer-Songwriter/Heartland Rock","Studio",137,2,55,1,"Male",1949,1971,28,6
"387",43,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",19,11,56,1,"Male",1947,1967,30,10
"388",15,1977,"Electronic","Studio",119,10,38,4,"Male",7792,1970,29,7
"389",72,1967,"Soul/Gospel/R&B","Studio",21,11,58,4,"Male",7745,1965,30.75,2
"390",100,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,57,4,"Male",7804,1977,26,0
"391",-280,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",25,49,37,4,"Male",7799,1976,27.25,1
"392",69,2004,"Soul/Gospel/R&B","Studio",103,1,79,1,"Male",1978,1994,26,10
"393",-262,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",36,32,54,1,"Male",1954,1977,23,0
"394",66,1987,"Electronic","Studio",45,25,31,2,"Male",3913,1986,30.5,1
"395",65,1996,"Hip-Hop/Rap","Studio",100,1,79,1,"Male",1971,1991,25,5
"396",64,1991,"Indie/Alternative Rock","Studio",64.270979020979,201,41,6,"Male",11780,1987,27.66666667,4
"397",63,1994,"Indie/Alternative Rock","Studio",64.270979020979,201,48,4,"Male",7869,1991,26.75,3
"398",62,1970,"Funk/Disco","Live",31,29,26,1,"Male",1933,1958,37,12
"399",59,2015,"Punk/Post-Punk/New Wave/Power Pop","Studio",294,1,85,1,"Male",1990,2013,25,2
"400",58,1980,"Punk/Post-Punk/New Wave/Power Pop","Studio",27,12,58,1,"Male",1947,1967,33,13
"401",56,1972,"Punk/Post-Punk/New Wave/Power Pop","Studio",32,3,31,5,"Male",9737,1969,24.6,3
"402",54,2018,"Latin","Studio",177,11,82,1,"Male",1994,2018,24,0
"403",-52,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,41,2,"Male",3885,1977,34.5,0
"404",51,1971,"Indie/Alternative Rock","Studio",42,2,43,1,"Male",1942,1970,29,1
"405",48,1989,"Indie/Alternative Rock","Studio",113,75,57,1,"Male",1965,1989,24,0
"406",47,1972,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,40,5,"Male",9711,1969,29.8,3
"407",-176,1977,"Blues/Blues Rock","Studio",74,2,37,1,"Male",1945,1970,32,7
"408",-158,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",82,14,63,1,"Male",1947,1977,30,0
"409",43,2013,"Country/Folk/Country Rock/Folk Rock","Studio",14,23,53,1,"Male",1979,2007,34,6
"410",42,2009,"Hip-Hop/Rap","Studio",297,4,32,1,"Male",1984,2009,25,0
"411",40,2008,"Indie/Alternative Rock","Studio",64,21,70,1,"Male",1981,2008,27,0
"412",-53,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",12,73,58,4,"Male",7801,1977,26.75,0
"413",37,1973,"Funk/Disco","Studio",37,8,51,6,"Male",11673,1959,27.5,14
"414",36,2003,"Afrobeat","Compilation",64.270979020979,201,28,1,"Male",1946,1982,57,21
"415",18,1977,"Singer-Songwriter/Heartland Rock","Studio",134,1,79,5,"Male/Female",9732,1968,30.6,9
"416",34,2009,"Soul/Gospel/R&B","Studio",53,1,54,1,"Male",1973,1996,36,13
"417",-211,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",29,97,51,4,"Male/Female",7802,1977,26.5,0
"418",32,1998,"Latin","Studio",64.270979020979,201,68,1,"Male",1961,1998,37,0
"419",31,1998,"Hip-Hop/Rap","Studio",100,9,58,1,"Male",1975,1995,23,3
"420",28,2004,"Latin","Studio",54,26,80,1,"Male",1977,1995,27,9
"421",60,1978,"Singer-Songwriter/Heartland Rock","Studio",97,5,57,1,"Male",1949,1973,29,5
"422",25,1974,"Punk/Post-Punk/New Wave/Power Pop","Studio",14,101,44,5,"Male",9749,1971,24.2,3
"423",-23,1978,"Punk/Post-Punk/New Wave/Power Pop","Studio",17,30,52,1,"Male",1954,1977,24,1
"424",-74,1978,"Rock n' Roll/Rhythm & Blues","Greatest Hits",12,55,29,1,"Male",1936,1957,42,21
"425",19,1992,"Hip-Hop/Rap","Studio",19,75,61,5,"Male",9850,1992,22,0
"426",195,1978,"Punk/Post-Punk/New Wave/Power Pop","Studio",18,78,48,5,"Male",9756,1978,26.8,0
"427",15,2006,"Blues/Blues Rock","Studio",128,2,74,1,"Male",1977,2001,29,5
"428",171,1978,"Singer-Songwriter/Heartland Rock","Studio",64.270979020979,201,30,2,"Male",3902,1972,27,6
"429",123,1978,"Hard Rock/Metal","Studio",126,19,70,4,"Male",7816,1978,24,0
"430",-71,1978,"Punk/Post-Punk/New Wave/Power Pop","Studio",136,18,67,5,"Male",9745,1978,29,0
"431",10,2019,"Indie/Alternative Rock","Studio",203,1,87,1,"Male",1994,2017,25,2
"432",6,1991,"Soul/Gospel/R&B","Studio",99,1,56,4,"Male",7887,1991,19.25,0
"433",-199,1978,"Blues/Blues Rock","Studio",82,1,70,5,"Male",9710,1964,36,14
"434",-31,1978,"Soul/Gospel/R&B","Studio",26,21,38,1,"Male",1939,1961,39,17
"435",-244,1978,"Big Band/Jazz","Studio",117,30,48,1,"Male",1933,1962,45,16
"436",-149,1978,"Singer-Songwriter/Heartland Rock","Studio",76,1,69,1,"Male",1949,1971,29,7
"437",-71,1978,"Punk/Post-Punk/New Wave/Power Pop","Live",53,4,44,4,"Male",7801,1977,27.75,1
"438",-67,1978,"Punk/Post-Punk/New Wave/Power Pop","Studio",63,23,73,3,"Male",5845,1978,29.66666667,0
"439",-6,1978,"Punk/Post-Punk/New Wave/Power Pop","Studio",103,6,61,6,"Male/Female",11705,1976,27.16666667,2
"440",18,1978,"Punk/Post-Punk/New Wave/Power Pop","Studio",42,29,42,4,"Male/Female",7802,1977,27.5,1
"441",-8,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",33,27,68,4,"Male",7817,1977,24.75,2
"442",32,1979,"Funk/Disco","Studio",169,3,73,1,"Male",1958,1972,21,7
"443",-42,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",115,1,76,4,"Male",7776,1967,35,12
"444",83,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",67,2,37,5,"Male",9756,1976,27.8,3
"445",108,1979,"Punk/Post-Punk/New Wave/Power Pop","Compilation",64.270979020979,201,47,5,"Male",9783,1978,22.4,1
"446",217,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,46,4,"Male",7822,1979,23.5,0
"447",-302,1979,"Hard Rock/Metal","Studio",83,17,76,5,"Male",9757,1975,27.6,4
"448",339,1995,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,64,6,"Male/Female",11788,1983,30.33333333,12
"449",-166,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",24,40,24,1,"Male",1950,1976,29,3
"450",-132,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",100,25,70,3,"Male",5845,1978,30.66666667,1
"451",-32,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,24,4,"Male",7823,1978,23.25,1
"452",256,1990,"Punk/Post-Punk/New Wave/Power Pop","Studio",19,99,68,3,"Male/Female",5887,1982,27.66666667,8
"453",241,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,35,4,"Male/Female",7832,1979,21,0
"454",-19,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",25,10,49,1,"Male",1954,1977,25,2
"455",208,1993,"Punk/Post-Punk/New Wave/Power Pop","Compilation",36,33,63,4,"Male/Female",7851,1990,30.25,3
"456",-46,1979,"Punk/Post-Punk/New Wave/Power Pop","Studio",74,59,53,5,"Male/Female",9762,1979,26.6,0
"457",-11,1980,"Hard Rock/Metal","Studio",92,4,80,5,"Male",9758,1975,28.4,5
"458",-152,1980,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,44,4,"Male",7825,1979,23.75,1
"459",81,1980,"Punk/Post-Punk/New Wave/Power Pop","Studio",20,24,53,4,"Male",7817,1977,25.75,3
"460",147,1978,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,49,5,"Male/Female",9780,1978,22,0
"461",143,1990,"Punk/Post-Punk/New Wave/Power Pop","Studio",15,96,55,4,"Male/Female",7829,1983,32.75,7
"462",-122,1980,"Punk/Post-Punk/New Wave/Power Pop","Studio",52,45,40,1,"Male",1958,1978,22,2
"463",-251,1980,"Singer-Songwriter/Heartland Rock","Studio",107,1,64,1,"Male",1949,1973,31,7
"464",124,2003,"Punk/Post-Punk/New Wave/Power Pop","Studio",28,55,45,3,"Male/Female",5930,2003,26.33333333,0
"465",-84,1980,"Punk/Post-Punk/New Wave/Power Pop","Studio",48,63,38,4,"Male",7842,1980,19.5,0
"466",87,1980,"Punk/Post-Punk/New Wave/Power Pop","Studio",27,19,50,4,"Male/Female",7802,1977,29.5,3
"467",100,1977,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,41,5,"Male/Female",9758,1976,25.4,1
"468",95,1999,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,57,4,"Male/Female",7870,1991,31.5,8
"469",3,1980,"Punk/Post-Punk/New Wave/Power Pop","Studio",78,9,53,4,"Male/Female",7810,1979,27.5,1
"470",87,1979,"Funk/Disco","Studio",17,5,49,5,"Male/Female",9760,1977,27,2
"471",78,1997,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,58,3,"Male/Female",5886,1986,35,11
"472",68,2007,"Punk/Post-Punk/New Wave/Power Pop","Studio",3,46,55,5,"Male/Female",9873,2005,32.4,2
"473",-34,1980,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,37,4,"Male/Female",7812,1980,27,0
"474",13,1981,"Punk/Post-Punk/New Wave/Power Pop","Studio",72,1,56,5,"Female",9785,1981,24,0
"475",20,1996,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,45,8,"Male/Female",15774,1996,24.25,0
"476",-147,1981,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,51,5,"Male",9785,1981,24,0
"477",2,1977,"Funk/Disco","Studio",25,12,37,6,"Male/Female",11706,1973,26,4
"478",1,2004,"Indie/Alternative Rock","Studio",15,123,61,6,"Male/Female",11862,2004,27,0
"479",-290,1981,"Blues/Blues Rock","Studio",58,1,70,5,"Male",9710,1964,39,17
"480",-501,1990,"Blues/Blues Rock","Compilation",31,80,32,1,"Male",1911,1937,79,53
"481",-179,1981,"Punk/Post-Punk/New Wave/Power Pop","Studio",109,2,68,3,"Male",5845,1978,32.66666667,3
"482",-30,1981,"Punk/Post-Punk/New Wave/Power Pop","Studio",2,184,24,4,"Male",7836,1980,22,1
"483",-167,1981,"Punk/Post-Punk/New Wave/Power Pop","Studio",5,165,34,4,"Male/Female",7812,1980,28,1
"484",8,1982,"Soul/Gospel/R&B","Studio",122,1,77,1,"Male",1958,1972,24,10
"485",-30,1982,"Rock n' Roll/Rhythm & Blues","Greatest Hits",64.270979020979,201,33,1,"Male",1926,1957,56,25
"486",33,1982,"Punk/Post-Punk/New Wave/Power Pop","Studio",153,9,52,1,"Male",1958,1978,24,4
"487",74,1982,"Country/Folk/Country Rock/Folk Rock","Studio",29,3,51,1,"Male",1949,1973,33,9
"488",-29,1982,"Punk/Post-Punk/New Wave/Power Pop","Studio",27,53,62,3,"Male",5842,1972,34.66666667,10
"489",-335,1982,"Punk/Post-Punk/New Wave/Power Pop","Studio",24,30,42,1,"Male",1954,1977,28,5
"490",-168,1982,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,26,2,"Male/Female",3896,1974,34,8
"491",310,1983,"Punk/Post-Punk/New Wave/Power Pop","Studio",96,4,75,1,"Female",1953,1983,30,0
"492",296,1983,"Punk/Post-Punk/New Wave/Power Pop","Studio",75,1,79,3,"Male",5845,1978,34.66666667,5
"493",32,1983,"Punk/Post-Punk/New Wave/Power Pop","Studio",30,36,42,4,"Male",7832,1983,25,0
"494",-280,1983,"Punk/Post-Punk/New Wave/Power Pop","Studio",180,12,65,4,"Male",7842,1980,22.5,3
"495",-117,1983,"Hard Rock/Metal","Studio",116,2,66,6,"Male",11759,1980,23.16666667,3
"496",-105,1983,"Blues/Blues Rock","Studio",183,9,69,3,"Male",5847,1971,34,12
"497",-1,1983,"Punk/Post-Punk/New Wave/Power Pop","Studio",43,7,37,2,"Male/Female",3906,1981,30,2
"498",-2,1984,"Reggae","Greatest Hits",36,54,56,1,"Male",1945,1965,39,19
"499",-3,1984,"Country/Folk/Country Rock/Folk Rock","Greatest Hits",15,152,42,1,"Male",1923,1951,61,33
"500",-57,1984,"Singer-Songwriter/Heartland Rock","Studio",139,1,77,1,"Male",1949,1973,35,11
"501",83,1984,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,30,4,"Male",7845,1981,22.75,3
"502",144,1984,"Punk/Post-Punk/New Wave/Power Pop","Studio",64.270979020979,201,52,3,"Male",5873,1981,26.33333333,3
"503",-138,1984,"Hip-Hop/Rap","Studio",65,53,26,3,"Male",5893,1984,19.66666667,0
"504",30,1984,"Blues/Blues Rock","Studio",34,47,35,5,"Male",9767,1978,30.6,6
"505",-20,1984,"Punk/Post-Punk/New Wave/Power Pop","Studio",11,150,72,4,"Male",7849,1984,21.75,0
"506",64,1984,"Punk/Post-Punk/New Wave/Power Pop","Studio",72,1,71,6,"Male/Female",11758,1978,24.33333333,6
"507",-156,1984,"Punk/Post-Punk/New Wave/Power Pop","Live",118,41,57,4,"Male/Female",7802,1977,33.5,7
"508",5,1985,"Soul/Gospel/R&B","Studio",162,1,69,1,"Female",1963,1985,22,0
"509",203,1985,"Soul/Gospel/R&B","Live",8,134,37,1,"Male",1931,1958,54,27
"510",40,1985,"Punk/Post-Punk/New Wave/Power Pop","Studio",7,181,53,1,"Male",1949,1973,36,12
